"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Авторизованный пользователь попадает на главный чат","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:12 UTC 2026","skipped","Sun Apr 26 09:30:12 UTC 2026","TestChatCreation","test_chat_creation","",""
"","2033","XSS в поле email","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:51 UTC 2026","passed","Sun Apr 26 09:30:53 UTC 2026","TestLoginSecurity","test_login","",""
"","0","Email с рандомным регистром (повтор для стабильности)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginEmailCase","test_login","",""
"","1999","Поле пароля отображается","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:14 UTC 2026","passed","Sun Apr 26 09:30:16 UTC 2026","TestLoginUI","test_login","",""
"","1972","Неавторизованный редиректится на /login","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:06 UTC 2026","passed","Sun Apr 26 09:30:08 UTC 2026","TestLoginPageUI","test_auth","",""
"","2116","Несуществующий пользователь","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:36 UTC 2026","passed","Sun Apr 26 09:30:38 UTC 2026","TestLoginInvalidCredentials","test_login","",""
"","0","Grok 4.1 Fast отвечает на запрос из 2 русских слов (faker)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestModelAnswers","test_model_responses","",""
"","0","Пробелы перед email — фронт триммит, логин проходит","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginSpaces","test_login","",""
"","1902","Неавторизованный пользователь редиректится на /login","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:59 UTC 2026","passed","Sun Apr 26 09:31:01 UTC 2026","TestLoginNavigation","test_login","",""
"","0","Email полностью в верхнем регистре","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginEmailCase","test_login","",""
"","1992","Заголовок страницы логина","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:18 UTC 2026","passed","Sun Apr 26 09:30:20 UTC 2026","TestLoginUI","test_login","",""
"","1","Email с рандомным регистром букв","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginEmailCase","test_login","",""
"","1996","Tab из email переводит фокус на пароль","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:57 UTC 2026","passed","Sun Apr 26 09:30:59 UTC 2026","TestLoginAccessibility","test_login","",""
"","1964","Desktop — форма логина видна","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:06 UTC 2026","passed","Sun Apr 26 09:31:08 UTC 2026","TestResponsiveLogin","test_responsive","",""
"","2018","Кнопка задизейблена при пустой форме","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","passed","Sun Apr 26 09:30:29 UTC 2026","TestLoginEmptyFields","test_login","",""
"","0","Заголовок описывает мультимодельный value prop","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:04 UTC 2026","skipped","Sun Apr 26 09:31:04 UTC 2026","TestModelSwitching","test_model_switching","",""
"","2","Email с рандомным регистром (повтор для стабильности)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginEmailCase","test_login","",""
"","0","Пробелы после пароля — логин должен упасть","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginSpaces","test_login","",""
"","2076","SQL-инъекция в email","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:48 UTC 2026","passed","Sun Apr 26 09:30:50 UTC 2026","TestLoginSecurity","test_login","",""
"","0","Поле ввода очищается между значениями","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestMessaging","test_messaging","",""
"","0","YandexGPT 5.1 Pro отвечает на запрос из 2 русских слов (faker)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestModelAnswers","test_model_responses","",""
"","1988","Кнопка 'Войти в аккаунт' отображается","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:16 UTC 2026","passed","Sun Apr 26 09:30:18 UTC 2026","TestLoginUI","test_login","",""
"","0","Клик по карточке модели оставляет пользователя в авторизованной зоне","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:04 UTC 2026","skipped","Sun Apr 26 09:31:04 UTC 2026","TestModelSwitching","test_model_switching","",""
"","2121","Плейсхолдер пароля корректен","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:22 UTC 2026","passed","Sun Apr 26 09:30:24 UTC 2026","TestLoginUI","test_login","",""
"","0","Новый чат → сообщение → во время ожидания видим все модели","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:04 UTC 2026","skipped","Sun Apr 26 09:31:04 UTC 2026","TestNewChatModelsAvailable","test_new_chat_models","",""
"","0","Клик по 'Новый чат' оставляет пользователя в авторизованной зоне","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:12 UTC 2026","skipped","Sun Apr 26 09:30:12 UTC 2026","TestDesktopSidebar","test_chat_creation","",""
